,author,category,content,published_date,title,url
85,Atul Mishra,entertainment,"Malayalam film director VA Shrikumar Menon was arrested on Thursday for allegedly threatening and defaming actress Manju Warrier on social media, police said. He was, however, later released on bail on two solvent sureties, police added. In October, Manju had filed complaint against Menon under various sections of Indian Penal Code, adding that she feared he might endanger her life.",2019-12-06T10:31:28.000Z,"Director Menon arrested, let off on bail after Manju Warrier's complaint",https://inshorts.com/en/read/entertainment
86,Udit Gupta,entertainment,"Akshay Kumar has said he doesn't want any kind of tag now, adding, ""I've come out of...game of tags when I used to do only action, I was bored."" ""I never wanted the tag of...action hero,"" he added. Akshay further said that he's comfortable playing all kinds of genres, adding, ""If anything new comes in, if it's risky...I'd...go for it.""",2019-12-06T11:21:49.000Z,I never wanted the tag of an action hero: Akshay Kumar,https://inshorts.com/en/read/entertainment
87,Udit Gupta,entertainment,"Singer Armaan Malik has revealed that he went through ""a lot of bullying"" in his school days, adding, ""That kind of scarred me a lot in life."" ""Till date if you...ask me I don't...have...close friends and...reason for that is also bullying,"" he added. ""A lot of...people who bullied...were my friends and I...distanced myself from...that and concentrated on...music,"" Armaan further said. ",2019-12-06T11:04:37.000Z,"I was bullied in school, that kind of scarred me in life: Armaan",https://inshorts.com/en/read/entertainment
88,Udit Gupta,entertainment,"On being asked if comparisons with Sara Ali Khan disappoints her, Ananya Panday said that her comparison with either Sara, Janhvi Kapoor or Tara Sutaria motivates her. ""All of them are doing such great and interesting work,"" she added. Ananya further said that she believes in healthy competition because it sets a benchmark for her to work harder. ",2019-12-06T05:01:43.000Z,It motivates me: Ananya Panday on comparisons with Sara Ali Khan,https://inshorts.com/en/read/entertainment
89,Udit Gupta,entertainment,"Farhan Akhtar's production house, Excel Entertainment, will produce a biopic on late mathematician Vashishtha Narayan Singh, which will be directed by Neeraj Pathak. Neeraj, at a press meet, announced the possibility of casting popular actors, including Akshay Kumar and Aamir Khan. It'll be shot at different locations, including Vashishtha's ancestral home in Basantpur and NASA, California.",2019-12-06T12:44:11.000Z,Farhan to produce biopic on mathematician Vashishtha Narayan Singh,https://inshorts.com/en/read/entertainment
90,Udit Gupta,entertainment,"Pankaj Kapur has joined the cast of the Hindi remake of Telugu film 'Jersey', which features his son Shahid Kapoor in the leading role. They last worked together in 2015 film 'Shaandaar'. In 'Jersey', Pankaj will play a ""mentor-like figure"" to Shahid's character, which is about a failed cricketer who decides to revive his cricketing career in his late 30s.",2019-12-06T08:44:00.000Z,"After four years, Shahid and dad Pankaj to reunite for 'Jersey'",https://inshorts.com/en/read/entertainment
91,Atul Mishra,entertainment,"Comedian Gaurav Gera has apologised to singer Neha Kakkar after she criticised his comedy act featuring a character named 'Neha Shakkar'. ""I wouldn't want to hurt her because I'm a fan...I'm no one to tell her anything...had no idea that she would be so hurt,"" Gera said. ""Shame on these people to create...insulting content!"" Neha earlier said.",2019-12-06T10:07:44.000Z,I'm no one to tell her anything: Gera apologises to Kakkar for comic act,https://inshorts.com/en/read/entertainment
92,Udit Gupta,entertainment,"Actress Sonakshi Sinha, who made her Bollywood debut in Salman Khan starrer 'Dabangg', has said she learnt ""a lot of things"" by just observing Salman. ""If he'd let it (stardom) go to his head, he wouldn't have made a career...he has,"" she added. Sonakshi further said that all of her training happened when she first faced the camera in 'Dabangg'.",2019-12-06T04:58:00.000Z,I learnt a lot of things by just observing Salman: Sonakshi,https://inshorts.com/en/read/entertainment
93,Udit Gupta,entertainment,"Actress Priyanka Chopra has been named as the top star of Indian cinema and television series in 2019, in a list released by the global film and TV website IMDb. Actress Disha Patani, who has attained the second position, is followed by Hrithik Roshan, Kiara Advani, Akshay Kumar and Salman Khan. Last year, Deepika Padukone topped the list. ",2019-12-06T05:23:19.000Z,Priyanka Chopra tops IMDb 2019 list of Indian celebrities,https://inshorts.com/en/read/entertainment
94,Udit Gupta,entertainment,"After the four men accused of gangraping and murdering the 27-year-old Hyderabad veterinarian were killed in a police encounter, Rishi Kapoor on Friday took to Twitter and wrote, ""Bravo Telangana Police. My congratulations!"" While Anupam Kher wrote, ""Congratulations...to #TelenganaPolice for shooting down the four rapists...in an 'ENCOUNTER',"" Samantha Akkineni tweeted, ""Fear is a great solution.""",2019-12-06T07:24:13.000Z,Bravo Telangana Police: Rishi Kapoor on Hyderabad encounter,https://inshorts.com/en/read/entertainment
95,Udit Gupta,entertainment,"Actor Jason Momoa took to Instagram to apologise to Chris Pratt after he criticised him for a picture, wherein Chris was seen holding a plastic water bottle. ""I'm sorry this was received...badly today...I'm just very passionate about this single-use plastic epidemic,"" Jason wrote. ""I hope [you] make a reusable water bottle for amazon so we all can purchase,"" he added.",2019-12-06T10:10:22.000Z,Sorry: Jason to Chris after criticising him for using plastic bottle,https://inshorts.com/en/read/entertainment
96,Udit Gupta,entertainment,"Actress Raveena Tandon took to Instagram to share a throwback picture of her daughter, Rasha Thadani, with Salman Khan and wrote, ""How time flies... down [the] memory lane when @officialrashathadani was...5 years old."" ""Hanging with uncle [Salman]...must say he's...best ever with kids,"" she added. Salman and Raveena have worked together in films like 'Patthar Ke Phool' and 'Andaz Apna Apna'.",2019-12-06T10:56:08.000Z,Raveena Tandon shares throwback pic of her daughter with Salman,https://inshorts.com/en/read/entertainment
97,Udit Gupta,entertainment,"The shooting of Emraan Hashmi and Amitabh Bachchan starrer 'Chehre' was stalled after a few fans entered the shooting premises in Delhi's Chhattarpur area and refused to leave from the location. Emraan was asked to leave the sets and police were called as the crowd was a ""bit of out of control"". ""I was overwhelmed...but it was...scary situation,"" Emraan said.",2019-12-06T08:50:01.000Z,Shooting of Emraan's Chehre stalled after fans refuse to leave sets,https://inshorts.com/en/read/entertainment
98,Udit Gupta,entertainment,"Sanjay Kapoor's daughter Shanaya Kapoor has said if the ""most amazing director"" Karan Johar will ever direct her, she'd get ""emotional"" and ""just die"". Shanaya, who's yet to sign her first film as an actress, added she doesn't want to rush and is open to ""all kinds of scripts"". ""I'm...trying to find someone who's making a great film,"" she added.",2019-12-06T10:08:20.000Z,I'd get emotional and just die if Karan ever directs me: Shanaya,https://inshorts.com/en/read/entertainment
99,Atul Mishra,entertainment,"Deepika Padukone, in an interview with The New York Times, opened up about her battle with depression. ""Waking up every day felt like a huge endeavour. All I wanted to do was sleep. When I was asleep, I didn't have to deal with reality,"" she said. ""For months I suffered silently, not knowing what was happening to me,"" Deepika added.",2019-12-05T11:14:11.000Z,All I wanted to do was sleep: Deepika on fighting depression,https://inshorts.com/en/read/entertainment
